국가,차량 모델,연도,월,판매량,날짜,브랜드,카테고리
북미-미국,Kona,2023,5,5613,2023-05-01,현대,SUV
북미-미국,Kona,2023,6,6261,2023-06-01,현대,SUV
북미-미국,Kona,2023,7,6123,2023-07-01,현대,SUV
북미-미국,Kona,2023,8,5777,2023-08-01,현대,SUV
북미-미국,Kona,2023,9,6693,2023-09-01,현대,SUV
북미-미국,Kona,2024,10,5685,2024-10-01,현대,SUV
북미-미국,Kona,2024,11,6133,2024-11-01,현대,SUV
북미-미국,Kona,2024,12,5846,2024-12-01,현대,SUV
북미-미국,Kona,2024,1,6577,2024-01-01,현대,SUV
북미-미국,Kona,2024,2,7024,2024-02-01,현대,SUV
북미-미국,Kona,2024,3,9453,2024-03-01,현대,SUV
북미-미국,Kona,2024,4,8273,2024-04-01,현대,SUV
북미-미국,Kona,2024,5,8308,2024-05-01,현대,SUV
북미-미국,Kona,2024,6,6904,2024-06-01,현대,SUV
북미-미국,Kona,2024,7,6713,2024-07-01,현대,SUV
북미-미국,Kona,2024,8,6112,2024-08-01,현대,SUV
북미-미국,Kona,2024,9,5144,2024-09-01,현대,SUV
북미-미국,Kona,2025,1,4365,2025-01-01,현대,SUV
북미-미국,Nexo,2023,10,23,2023-10-01,현대,기타
북미-미국,Nexo,2023,11,20,2023-11-01,현대,기타
북미-미국,Nexo,2023,12,25,2023-12-01,현대,기타
북미-미국,Nexo,2023,1,16,2023-01-01,현대,기타
북미-미국,Nexo,2023,2,28,2023-02-01,현대,기타
북미-미국,Nexo,2023,3,21,2023-03-01,현대,기타
북미-미국,Nexo,2023,4,16,2023-04-01,현대,기타
북미-미국,Nexo,2023,5,16,2023-05-01,현대,기타
북미-미국,Nexo,2023,6,8,2023-06-01,현대,기타
북미-미국,Nexo,2023,7,34,2023-07-01,현대,기타
북미-미국,Nexo,2023,8,18,2023-08-01,현대,기타
북미-미국,Nexo,2023,9,16,2023-09-01,현대,기타
북미-미국,Nexo,2024,10,4,2024-10-01,현대,기타
북미-미국,Nexo,2024,11,1,2024-11-01,현대,기타
북미-미국,Nexo,2024,12,1,2024-12-01,현대,기타
북미-미국,Nexo,2024,1,23,2024-01-01,현대,기타
북미-미국,Nexo,2024,2,11,2024-02-01,현대,기타
북미-미국,Nexo,2024,3,17,2024-03-01,현대,기타
북미-미국,Nexo,2024,4,13,2024-04-01,현대,기타
북미-미국,Nexo,2024,5,6,2024-05-01,현대,기타
북미-미국,Nexo,2024,6,7,2024-06-01,현대,기타
북미-미국,Nexo,2024,7,2,2024-07-01,현대,기타
북미-미국,Nexo,2024,8,8,2024-08-01,현대,기타
북미-미국,Nexo,2024,9,2,2024-09-01,현대,기타
북미-미국,Nexo,2025,1,1,2025-01-01,현대,기타
북미-미국,Palisade,2023,10,7071,2023-10-01,현대,SUV
북미-미국,Palisade,2023,11,9185,2023-11-01,현대,SUV
북미-미국,Palisade,2023,12,14396,2023-12-01,현대,SUV
북미-미국,Palisade,2023,1,6684,2023-01-01,현대,SUV
북미-미국,Palisade,2023,2,6742,2023-02-01,현대,SUV
북미-미국,Palisade,2023,3,6176,2023-03-01,현대,SUV
북미-미국,Palisade,2023,4,6959,2023-04-01,현대,SUV
북미-미국,Palisade,2023,5,7013,2023-05-01,현대,SUV
북미-미국,Palisade,2023,6,5873,2023-06-01,현대,SUV
북미-미국,Palisade,2023,7,5752,2023-07-01,현대,SUV
북미-미국,Palisade,2023,8,6107,2023-08-01,현대,SUV
북미-미국,Palisade,2023,9,7551,2023-09-01,현대,SUV
북미-미국,Palisade,2024,10,8983,2024-10-01,현대,SUV
북미-미국,Palisade,2024,11,8982,2024-11-01,현대,SUV
북미-미국,Palisade,2024,12,10298,2024-12-01,현대,SUV
북미-미국,Palisade,2024,1,7638,2024-01-01,현대,SUV
북미-미국,Palisade,2024,2,7832,2024-02-01,현대,SUV
북미-미국,Palisade,2024,3,9785,2024-03-01,현대,SUV
북미-미국,Palisade,2024,4,9142,2024-04-01,현대,SUV
북미-미국,Palisade,2024,5,10147,2024-05-01,현대,SUV
북미-미국,Palisade,2024,6,9203,2024-06-01,현대,SUV
북미-미국,Palisade,2024,7,8635,2024-07-01,현대,SUV
북미-미국,Palisade,2024,8,11208,2024-08-01,현대,SUV
북미-미국,Palisade,2024,9,8202,2024-09-01,현대,SUV
북미-미국,Palisade,2025,1,6687,2025-01-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,10,2555,2023-10-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,11,2396,2023-11-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,12,2641,2023-12-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,1,2614,2023-01-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,2,2868,2023-02-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,3,3825,2023-03-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,4,3590,2023-04-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,5,3526,2023-05-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,6,3627,2023-06-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,7,2903,2023-07-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,8,3079,2023-08-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2023,9,3051,2023-09-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,10,2427,2024-10-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,11,2393,2024-11-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,12,2042,2024-12-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,1,2487,2024-01-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,2,2568,2024-02-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,3,3362,2024-03-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,4,2956,2024-04-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,5,3603,2024-05-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,6,2969,2024-06-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,7,2615,2024-07-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,8,2486,2024-08-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2024,9,2125,2024-09-01,현대,SUV
북미-미국,Santa Cruz(Tucson O/B),2025,1,1786,2025-01-01,현대,SUV
북미-미국,Santa Fe,2023,10,9700,2023-10-01,현대,SUV
북미-미국,Santa Fe,2023,11,13497,2023-11-01,현대,SUV
북미-미국,Santa Fe,2023,12,12215,2023-12-01,현대,SUV
북미-미국,Santa Fe,2023,1,7297,2023-01-01,현대,SUV
북미-미국,Santa Fe,2023,2,7993,2023-02-01,현대,SUV
북미-미국,Santa Fe,2023,3,13236,2023-03-01,현대,SUV
북미-미국,Santa Fe,2023,4,10953,2023-04-01,현대,SUV
북미-미국,Santa Fe,2023,5,10039,2023-05-01,현대,SUV
북미-미국,Santa Fe,2023,6,11624,2023-06-01,현대,SUV
북미-미국,Santa Fe,2023,7,10612,2023-07-01,현대,SUV
북미-미국,Santa Fe,2023,8,11732,2023-08-01,현대,SUV
북미-미국,Santa Fe,2023,9,12676,2023-09-01,현대,SUV
북미-미국,Santa Fe,2024,10,9644,2024-10-01,현대,SUV
북미-미국,Santa Fe,2024,11,12376,2024-11-01,현대,SUV
북미-미국,Santa Fe,2024,12,13309,2024-12-01,현대,SUV
북미-미국,Santa Fe,2024,1,6021,2024-01-01,현대,SUV
북미-미국,Santa Fe,2024,2,9239,2024-02-01,현대,SUV
북미-미국,Santa Fe,2024,3,10834,2024-03-01,현대,SUV
북미-미국,Santa Fe,2024,4,9728,2024-04-01,현대,SUV
북미-미국,Santa Fe,2024,5,10997,2024-05-01,현대,SUV
북미-미국,Santa Fe,2024,6,9803,2024-06-01,현대,SUV
북미-미국,Santa Fe,2024,7,8989,2024-07-01,현대,SUV
북미-미국,Santa Fe,2024,8,10152,2024-08-01,현대,SUV
북미-미국,Santa Fe,2024,9,7918,2024-09-01,현대,SUV
북미-미국,Santa Fe,2025,1,8296,2025-01-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,10,5244,2024-10-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,11,3859,2024-11-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,12,3487,2024-12-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,1,40,2024-01-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,2,40,2024-02-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,3,40,2024-03-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,4,4044,2024-04-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,5,4278,2024-05-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,6,4160,2024-06-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,7,3323,2024-07-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,8,3979,2024-08-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2024,9,4067,2024-09-01,현대,SUV
북미-미국,Santa-Fe (MX5a HEV),2025,1,2325,2025-01-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,10,10053,2024-10-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,11,8141,2024-11-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,12,7784,2024-12-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,1,1935,2024-01-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,2,8882,2024-02-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,3,11326,2024-03-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,4,10577,2024-04-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,5,10474,2024-05-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,6,8263,2024-06-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,7,6780,2024-07-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,8,9518,2024-08-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2024,9,7769,2024-09-01,현대,SUV
북미-미국,Santa-Fe (MX5a),2025,1,6052,2025-01-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,10,9986,2023-10-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,11,8317,2023-11-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,12,9263,2023-12-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,1,7274,2023-01-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,2,9749,2023-02-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,3,9443,2023-03-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,4,8684,2023-04-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,5,8422,2023-05-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,6,10459,2023-06-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,7,7368,2023-07-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,8,10858,2023-08-01,현대,SUV
북미-미국,Santa-Fe (TMa),2023,9,9078,2023-09-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,10,2,2024-10-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,11,2,2024-11-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,12,2,2024-12-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,1,1895,2024-01-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,2,35,2024-02-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,3,3,2024-03-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,4,2,2024-04-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,5,2,2024-05-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,6,2,2024-06-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,7,2,2024-07-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,8,2,2024-08-01,현대,SUV
북미-미국,Santa-Fe (TMa),2024,9,2,2024-09-01,현대,SUV
북미-미국,Santa-Fe (TMa),2025,1,2,2025-01-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,10,1958,2023-10-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,11,1495,2023-11-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,12,2285,2023-12-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,1,1417,2023-01-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,2,1631,2023-02-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,3,1722,2023-03-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,4,1628,2023-04-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,5,1607,2023-05-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,6,1949,2023-06-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,7,1320,2023-07-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,8,1825,2023-08-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2023,9,1984,2023-09-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,10,4,2024-10-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,11,4,2024-11-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,12,4,2024-12-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,1,741,2024-01-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,2,19,2024-02-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,3,4,2024-03-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,4,4,2024-04-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,5,4,2024-05-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,6,4,2024-06-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,7,4,2024-07-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,8,4,2024-08-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2024,9,4,2024-09-01,현대,SUV
북미-미국,Santa-Fe HEV (TMa HEV),2025,1,4,2025-01-01,현대,SUV
북미-미국,Sonata,2023,10,2460,2023-10-01,현대,세단
북미-미국,Sonata,2023,11,2321,2023-11-01,현대,세단
북미-미국,Sonata,2023,12,3222,2023-12-01,현대,세단
북미-미국,Sonata,2023,1,4873,2023-01-01,현대,세단
북미-미국,Sonata,2023,2,4307,2023-02-01,현대,세단
북미-미국,Sonata,2023,3,5310,2023-03-01,현대,세단
북미-미국,Sonata,2023,4,4689,2023-04-01,현대,세단
북미-미국,Sonata,2023,5,4321,2023-05-01,현대,세단
북미-미국,Sonata,2023,6,3834,2023-06-01,현대,세단
북미-미국,Sonata,2023,7,3209,2023-07-01,현대,세단
북미-미국,Sonata,2023,8,3397,2023-08-01,현대,세단
북미-미국,Sonata,2023,9,3401,2023-09-01,현대,세단
북미-미국,Sonata,2024,10,6300,2024-10-01,현대,세단
북미-미국,Sonata,2024,11,6971,2024-11-01,현대,세단
북미-미국,Sonata,2024,12,7642,2024-12-01,현대,세단
북미-미국,Sonata,2024,1,3121,2024-01-01,현대,세단
북미-미국,Sonata,2024,2,4379,2024-02-01,현대,세단
북미-미국,Sonata,2024,3,5664,2024-03-01,현대,세단
북미-미국,Sonata,2024,4,5348,2024-04-01,현대,세단
북미-미국,Sonata,2024,5,6700,2024-05-01,현대,세단
북미-미국,Sonata,2024,6,5935,2024-06-01,현대,세단
북미-미국,Sonata,2024,7,5755,2024-07-01,현대,세단
북미-미국,Sonata,2024,8,5953,2024-08-01,현대,세단
북미-미국,Sonata,2024,9,5575,2024-09-01,현대,세단
북미-미국,Sonata,2025,1,4757,2025-01-01,현대,세단
북미-미국,Tucson,2023,10,15638,2023-10-01,현대,SUV
북미-미국,Tucson,2023,11,21382,2023-11-01,현대,SUV
북미-미국,Tucson,2023,12,19424,2023-12-01,현대,SUV
북미-미국,Tucson,2023,1,12028,2023-01-01,현대,SUV
북미-미국,Tucson,2023,2,14031,2023-02-01,현대,SUV
북미-미국,Tucson,2023,3,20111,2023-03-01,현대,SUV
북미-미국,Tucson,2023,4,18676,2023-04-01,현대,SUV
북미-미국,Tucson,2023,5,18038,2023-05-01,현대,SUV
북미-미국,Tucson,2023,6,17707,2023-06-01,현대,SUV
북미-미국,Tucson,2023,7,17534,2023-07-01,현대,SUV
북미-미국,Tucson,2023,8,16242,2023-08-01,현대,SUV
북미-미국,Tucson,2023,9,18813,2023-09-01,현대,SUV
북미-미국,Tucson,2024,10,19829,2024-10-01,현대,SUV
북미-미국,Tucson,2024,11,20178,2024-11-01,현대,SUV
북미-미국,Tucson,2024,12,20172,2024-12-01,현대,SUV
북미-미국,Tucson,2024,1,11116,2024-01-01,현대,SUV
북미-미국,Tucson,2024,2,15999,2024-02-01,현대,SUV
북미-미국,Tucson,2024,3,18394,2024-03-01,현대,SUV
북미-미국,Tucson,2024,4,15685,2024-04-01,현대,SUV
북미-미국,Tucson,2024,5,17371,2024-05-01,현대,SUV
북미-미국,Tucson,2024,6,13581,2024-06-01,현대,SUV
북미-미국,Tucson,2024,7,16135,2024-07-01,현대,SUV
북미-미국,Tucson,2024,8,20864,2024-08-01,현대,SUV
북미-미국,Tucson,2024,9,16802,2024-09-01,현대,SUV
북미-미국,Tucson,2025,1,15025,2025-01-01,현대,SUV
북미-미국,Tucson (NX4a),2023,10,13335,2023-10-01,현대,SUV
북미-미국,Tucson (NX4a),2023,11,11206,2023-11-01,현대,SUV
북미-미국,Tucson (NX4a),2023,12,11472,2023-12-01,현대,SUV
북미-미국,Tucson (NX4a),2023,1,10069,2023-01-01,현대,SUV
북미-미국,Tucson (NX4a),2023,2,12699,2023-02-01,현대,SUV
북미-미국,Tucson (NX4a),2023,3,15337,2023-03-01,현대,SUV
북미-미국,Tucson (NX4a),2023,4,11864,2023-04-01,현대,SUV
북미-미국,Tucson (NX4a),2023,5,13972,2023-05-01,현대,SUV
북미-미국,Tucson (NX4a),2023,6,12618,2023-06-01,현대,SUV
북미-미국,Tucson (NX4a),2023,7,9827,2023-07-01,현대,SUV
북미-미국,Tucson (NX4a),2023,8,15138,2023-08-01,현대,SUV
북미-미국,Tucson (NX4a),2023,9,13343,2023-09-01,현대,SUV
북미-미국,Tucson (NX4a),2024,10,14717,2024-10-01,현대,SUV
북미-미국,Tucson (NX4a),2024,11,12167,2024-11-01,현대,SUV
북미-미국,Tucson (NX4a),2024,12,10065,2024-12-01,현대,SUV
북미-미국,Tucson (NX4a),2024,1,15840,2024-01-01,현대,SUV
북미-미국,Tucson (NX4a),2024,2,11553,2024-02-01,현대,SUV
북미-미국,Tucson (NX4a),2024,3,12313,2024-03-01,현대,SUV
북미-미국,Tucson (NX4a),2024,4,11016,2024-04-01,현대,SUV
북미-미국,Tucson (NX4a),2024,5,6689,2024-05-01,현대,SUV
북미-미국,Tucson (NX4a),2024,6,12834,2024-06-01,현대,SUV
북미-미국,Tucson (NX4a),2024,7,7944,2024-07-01,현대,SUV
북미-미국,Tucson (NX4a),2024,8,14515,2024-08-01,현대,SUV
북미-미국,Tucson (NX4a),2024,9,11447,2024-09-01,현대,SUV
북미-미국,Tucson (NX4a),2025,1,8303,2025-01-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,10,2830,2023-10-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,11,3121,2023-11-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,12,3099,2023-12-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,1,3165,2023-01-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,2,3296,2023-02-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,3,3603,2023-03-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,4,3509,2023-04-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,5,3499,2023-05-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,6,2844,2023-06-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,7,3317,2023-07-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,8,4286,2023-08-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2023,9,3824,2023-09-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,10,2406,2024-10-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,11,1741,2024-11-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,12,1693,2024-12-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,1,4644,2024-01-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,2,3729,2024-02-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,3,2786,2024-03-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,4,3196,2024-04-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,5,3427,2024-05-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,6,2193,2024-06-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,7,1078,2024-07-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,8,2262,2024-08-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2024,9,2484,2024-09-01,현대,SUV
북미-미국,Tucson OB (NX4a OB),2025,1,1720,2025-01-01,현대,SUV
북미-미국,Veloster,2023,10,1,2023-10-01,현대,기타
북미-미국,Veloster,2023,11,1,2023-11-01,현대,기타
북미-미국,Veloster,2023,12,1,2023-12-01,현대,기타
북미-미국,Veloster,2023,1,3,2023-01-01,현대,기타
북미-미국,Veloster,2023,2,1,2023-02-01,현대,기타
북미-미국,Veloster,2023,3,1,2023-03-01,현대,기타
북미-미국,Veloster,2023,4,1,2023-04-01,현대,기타
북미-미국,Veloster,2023,5,1,2023-05-01,현대,기타
북미-미국,Veloster,2023,6,1,2023-06-01,현대,기타
북미-미국,Veloster,2023,7,1,2023-07-01,현대,기타
북미-미국,Veloster,2023,8,1,2023-08-01,현대,기타
북미-미국,Veloster,2023,9,1,2023-09-01,현대,기타
북미-미국,Veloster,2024,10,1,2024-10-01,현대,기타
북미-미국,Veloster,2024,11,1,2024-11-01,현대,기타
북미-미국,Veloster,2024,12,1,2024-12-01,현대,기타
북미-미국,Veloster,2024,1,1,2024-01-01,현대,기타
북미-미국,Veloster,2024,2,1,2024-02-01,현대,기타
북미-미국,Veloster,2024,3,1,2024-03-01,현대,기타
북미-미국,Veloster,2024,4,1,2024-04-01,현대,기타
북미-미국,Veloster,2024,5,1,2024-05-01,현대,기타
북미-미국,Veloster,2024,6,1,2024-06-01,현대,기타
북미-미국,Veloster,2024,7,1,2024-07-01,현대,기타
북미-미국,Veloster,2024,8,1,2024-08-01,현대,기타
북미-미국,Veloster,2024,9,1,2024-09-01,현대,기타
북미-미국,Veloster,2025,1,1,2025-01-01,현대,기타
북미-미국,Venue,2023,10,1757,2023-10-01,현대,SUV
북미-미국,Venue,2023,11,1716,2023-11-01,현대,SUV
북미-미국,Venue,2023,12,1667,2023-12-01,현대,SUV
북미-미국,Venue,2023,1,2441,2023-01-01,현대,SUV
북미-미국,Venue,2023,2,2537,2023-02-01,현대,SUV
북미-미국,Venue,2023,3,3625,2023-03-01,현대,SUV
북미-미국,Venue,2023,4,2648,2023-04-01,현대,SUV
북미-미국,Venue,2023,5,2413,2023-05-01,현대,SUV
북미-미국,Venue,2023,6,2695,2023-06-01,현대,SUV
북미-미국,Venue,2023,7,2581,2023-07-01,현대,SUV
북미-미국,Venue,2023,8,2197,2023-08-01,현대,SUV
북미-미국,Venue,2023,9,1732,2023-09-01,현대,SUV
북미-미국,Venue,2024,10,1444,2024-10-01,현대,SUV
북미-미국,Venue,2024,11,1521,2024-11-01,현대,SUV
북미-미국,Venue,2024,12,1799,2024-12-01,현대,SUV
북미-미국,Venue,2024,1,1435,2024-01-01,현대,SUV
북미-미국,Venue,2024,2,1959,2024-02-01,현대,SUV
북미-미국,Venue,2024,3,2538,2024-03-01,현대,SUV
북미-미국,Venue,2024,4,2401,2024-04-01,현대,SUV
북미-미국,Venue,2024,5,2494,2024-05-01,현대,SUV
북미-미국,Venue,2024,6,2544,2024-06-01,현대,SUV
북미-미국,Venue,2024,7,2400,2024-07-01,현대,SUV
북미-미국,Venue,2024,8,2470,2024-08-01,현대,SUV
북미-미국,Venue,2024,9,1602,2024-09-01,현대,SUV
북미-미국,Venue,2025,1,1600,2025-01-01,현대,SUV
서유럽,Bayon (BC3 CUV),2023,10,2905,2023-10-01,현대,SUV
서유럽,Bayon (BC3 CUV),2023,11,3566,2023-11-01,현대,SUV
서유럽,Bayon (BC3 CUV),2023,12,2550,2023-12-01,현대,SUV
서유럽,Bayon (BC3 CUV),2023,1,1521,2023-01-01,현대,SUV
서유럽,Bayon (BC3 CUV),2023,2,1846,2023-02-01,현대,SUV
