Plant,Model,Month,Sales
US Plant,K5,23-01,5701.0
US Plant,Sportage,23-01,6400.0
US Plant,Sorento,23-01,6795.0
US Plant,Telluride,23-01,9704.0
China Plant,Pegas,23-01,3320.0
China Plant,K2,23-01,0.0
China Plant,Cerato,23-01,0.0
China Plant,K3,23-01,588.0
China Plant,K3,23-01,623.0
China Plant,K4,23-01,0.0
China Plant,K5,23-01,191.0
China Plant,KX1,23-01,623.0
China Plant,KX3,23-01,1183.0
China Plant,Zhipao,23-01,1879.0
China Plant,EV5,23-01,0.0
China Plant,KX5,23-01,312.0
China Plant,KX7,23-01,0.0
China Plant,Carnival,23-01,38.0
Slovakia Plant,Ceed,23-01,8434.0
Slovakia Plant,Ceed CUV,23-01,5774.0
Slovakia Plant,Sportage,23-01,15308.0
Mexico Plant,Rio,23-01,9070.0
Mexico Plant,K3,23-01,14634.0
Mexico Plant,Accent,23-01,0.0
India Plant,Sonet,23-01,11593.0
India Plant,Seltos,23-01,13982.0
India Plant,Carens,23-01,8664.0
India Plant,Carnival,23-01,1003.0
US Plant,K5,23-01,0.0
US Plant,Sportage,23-01,0.0
US Plant,Sorento,23-01,0.0
US Plant,Telluride,23-01,0.0
US Plant,EV9,23-01,0.0
China Plants,Pegas,23-01,0.0
China Plants,K3,23-01,0.0
China Plants,K3,23-01,0.0
China Plants,K4,23-01,0.0
China Plants,K5,23-01,0.0
China Plants,KX1,23-01,0.0
China Plants,Sonet,23-01,0.0
China Plants,KX3,23-01,0.0
China Plants,Zhipao,23-01,0.0
China Plants,EV5,23-01,0.0
China Plants,KX5,23-01,0.0
China Plants,Carnival,23-01,0.0
Slovakia Plant,Ceed,23-01,0.0
Slovakia Plant,Ceed CUV,23-01,0.0
Slovakia Plant,Sportage,23-01,0.0
Mexico Plant,Rio,23-01,0.0
Mexico Plant,K3,23-01,0.0
Mexico Plant,K4,23-01,0.0
Mexico Plant,Tucson,23-01,0.0
India Plant,Sonet,23-01,0.0
India Plant,Seltos,23-01,0.0
India Plant,Carens,23-01,0.0
India Plant,Carnival,23-01,0.0
US Plant,K5,23-01,0.0
US Plant,Sportage,23-01,0.0
US Plant,Sorento,23-01,0.0
US Plant,Telluride,23-01,0.0
US Plant,EV6,23-01,0.0
US Plant,EV9,23-01,0.0
China Plants,Pegas,23-01,0.0
China Plants,K3,23-01,0.0
China Plants,K3,23-01,0.0
China Plants,K5,23-01,0.0
China Plants,KX1,23-01,0.0
China Plants,Sonet,23-01,0.0
China Plants,KX3,23-01,0.0
China Plants,Zhipao,23-01,0.0
China Plants,EV5,23-01,0.0
China Plants,KX5,23-01,0.0
China Plants,Carnival,23-01,0.0
Slovakia Plant,Ceed,23-01,0.0
Slovakia Plant,Ceed CUV,23-01,0.0
Slovakia Plant,Sportage,23-01,0.0
Mexico Plant,Rio,23-01,0.0
Mexico Plant,K3,23-01,0.0
Mexico Plant,K4,23-01,0.0
Mexico Plant,Tucson,23-01,0.0
India Plant,Syros,23-01,0.0
India Plant,Sonet,23-01,0.0
India Plant,Seltos,23-01,0.0
India Plant,Carens,23-01,0.0
India Plant,Carnival,23-01,0.0
US Plant,K5,23-02,6150.0
US Plant,Sportage,23-02,7950.0
US Plant,Sorento,23-02,5330.0
US Plant,Telluride,23-02,10400.0
China Plant,Pegas,23-02,3436.0
China Plant,K2,23-02,0.0
China Plant,Cerato,23-02,0.0
China Plant,K3,23-02,1897.0
China Plant,K3,23-02,954.0
China Plant,K4,23-02,0.0
China Plant,K5,23-02,139.0
China Plant,KX1,23-02,975.0
China Plant,KX3,23-02,760.0
China Plant,Zhipao,23-02,1366.0
China Plant,EV5,23-02,0.0
China Plant,KX5,23-02,351.0
China Plant,KX7,23-02,0.0
China Plant,Carnival,23-02,56.0
Slovakia Plant,Ceed,23-02,7605.0
Slovakia Plant,Ceed CUV,23-02,3829.0
Slovakia Plant,Sportage,23-02,18166.0
Mexico Plant,Rio,23-02,8789.0
Mexico Plant,K3,23-02,11417.0
Mexico Plant,Accent,23-02,0.0
India Plant,Sonet,23-02,12953.0
India Plant,Seltos,23-02,11563.0
India Plant,Carens,23-02,6986.0
India Plant,Carnival,23-02,504.0
US Plant,K5,23-02,0.0
US Plant,Sportage,23-02,0.0
US Plant,Sorento,23-02,0.0
US Plant,Telluride,23-02,0.0
US Plant,EV9,23-02,0.0
China Plants,Pegas,23-02,0.0
China Plants,K3,23-02,0.0
China Plants,K3,23-02,0.0
China Plants,K4,23-02,0.0
China Plants,K5,23-02,0.0
China Plants,KX1,23-02,0.0
China Plants,Sonet,23-02,0.0
China Plants,KX3,23-02,0.0
China Plants,Zhipao,23-02,0.0
China Plants,EV5,23-02,0.0
China Plants,KX5,23-02,0.0
China Plants,Carnival,23-02,0.0
Slovakia Plant,Ceed,23-02,0.0
Slovakia Plant,Ceed CUV,23-02,0.0
Slovakia Plant,Sportage,23-02,0.0
Mexico Plant,Rio,23-02,0.0
Mexico Plant,K3,23-02,0.0
Mexico Plant,K4,23-02,0.0
Mexico Plant,Tucson,23-02,0.0
India Plant,Sonet,23-02,0.0
India Plant,Seltos,23-02,0.0
India Plant,Carens,23-02,0.0
India Plant,Carnival,23-02,0.0
US Plant,K5,23-02,0.0
US Plant,Sportage,23-02,0.0
US Plant,Sorento,23-02,0.0
US Plant,Telluride,23-02,0.0
US Plant,EV6,23-02,0.0
US Plant,EV9,23-02,0.0
China Plants,Pegas,23-02,0.0
China Plants,K3,23-02,0.0
China Plants,K3,23-02,0.0
China Plants,K5,23-02,0.0
China Plants,KX1,23-02,0.0
China Plants,Sonet,23-02,0.0
China Plants,KX3,23-02,0.0
China Plants,Zhipao,23-02,0.0
China Plants,EV5,23-02,0.0
China Plants,KX5,23-02,0.0
China Plants,Carnival,23-02,0.0
Slovakia Plant,Ceed,23-02,0.0
Slovakia Plant,Ceed CUV,23-02,0.0
Slovakia Plant,Sportage,23-02,0.0
Mexico Plant,Rio,23-02,0.0
Mexico Plant,K3,23-02,0.0
Mexico Plant,K4,23-02,0.0
Mexico Plant,Tucson,23-02,0.0
India Plant,Syros,23-02,0.0
India Plant,Sonet,23-02,0.0
India Plant,Seltos,23-02,0.0
India Plant,Carens,23-02,0.0
India Plant,Carnival,23-02,0.0
US Plant,K5,23-03,6635.0
US Plant,Sportage,23-03,9129.0
US Plant,Sorento,23-03,5385.0
US Plant,Telluride,23-03,11851.0
China Plant,Pegas,23-03,3504.0
China Plant,K2,23-03,0.0
China Plant,Cerato,23-03,0.0
China Plant,K3,23-03,1935.0
China Plant,K3,23-03,613.0
China Plant,K4,23-03,0.0
China Plant,K5,23-03,152.0
China Plant,KX1,23-03,834.0
China Plant,KX3,23-03,807.0
China Plant,Zhipao,23-03,783.0
China Plant,EV5,23-03,0.0
China Plant,KX5,23-03,869.0
China Plant,KX7,23-03,0.0
China Plant,Carnival,23-03,97.0
Slovakia Plant,Ceed,23-03,8496.0
Slovakia Plant,Ceed CUV,23-03,4132.0
Slovakia Plant,Sportage,23-03,21572.0
Mexico Plant,Rio,23-03,8822.0
Mexico Plant,K3,23-03,11677.0
Mexico Plant,Accent,23-03,0.0
India Plant,Sonet,23-03,11040.0
India Plant,Seltos,23-03,9786.0
India Plant,Carens,23-03,6709.0
India Plant,Carnival,23-03,168.0
US Plant,K5,23-03,0.0
US Plant,Sportage,23-03,0.0
US Plant,Sorento,23-03,0.0
US Plant,Telluride,23-03,0.0
US Plant,EV9,23-03,0.0
China Plants,Pegas,23-03,0.0
China Plants,K3,23-03,0.0
China Plants,K3,23-03,0.0
China Plants,K4,23-03,0.0
China Plants,K5,23-03,0.0
China Plants,KX1,23-03,0.0
China Plants,Sonet,23-03,0.0
China Plants,KX3,23-03,0.0
China Plants,Zhipao,23-03,0.0
China Plants,EV5,23-03,0.0
China Plants,KX5,23-03,0.0
China Plants,Carnival,23-03,0.0
Slovakia Plant,Ceed,23-03,0.0
Slovakia Plant,Ceed CUV,23-03,0.0
Slovakia Plant,Sportage,23-03,0.0
Mexico Plant,Rio,23-03,0.0
Mexico Plant,K3,23-03,0.0
Mexico Plant,K4,23-03,0.0
Mexico Plant,Tucson,23-03,0.0
India Plant,Sonet,23-03,0.0
India Plant,Seltos,23-03,0.0
India Plant,Carens,23-03,0.0
India Plant,Carnival,23-03,0.0
US Plant,K5,23-03,0.0
US Plant,Sportage,23-03,0.0
US Plant,Sorento,23-03,0.0
US Plant,Telluride,23-03,0.0
US Plant,EV6,23-03,0.0
US Plant,EV9,23-03,0.0
China Plants,Pegas,23-03,0.0
China Plants,K3,23-03,0.0
China Plants,K3,23-03,0.0
China Plants,K5,23-03,0.0
China Plants,KX1,23-03,0.0
China Plants,Sonet,23-03,0.0
China Plants,KX3,23-03,0.0
China Plants,Zhipao,23-03,0.0
China Plants,EV5,23-03,0.0
China Plants,KX5,23-03,0.0
China Plants,Carnival,23-03,0.0
Slovakia Plant,Ceed,23-03,0.0
Slovakia Plant,Ceed CUV,23-03,0.0
Slovakia Plant,Sportage,23-03,0.0
Mexico Plant,Rio,23-03,0.0
Mexico Plant,K3,23-03,0.0
Mexico Plant,K4,23-03,0.0
Mexico Plant,Tucson,23-03,0.0
India Plant,Syros,23-03,0.0
India Plant,Sonet,23-03,0.0
India Plant,Seltos,23-03,0.0
India Plant,Carens,23-03,0.0
India Plant,Carnival,23-03,0.0
US Plant,K5,23-04,5652.0
US Plant,Sportage,23-04,7358.0
US Plant,Sorento,23-04,6184.0
US Plant,Telluride,23-04,10206.0
China Plant,Pegas,23-04,3465.0
China Plant,K2,23-04,0.0
China Plant,Cerato,23-04,0.0
China Plant,K3,23-04,2401.0
China Plant,K3,23-04,276.0
China Plant,K4,23-04,0.0
China Plant,K5,23-04,601.0
China Plant,KX1,23-04,515.0
China Plant,KX3,23-04,936.0
China Plant,Zhipao,23-04,539.0
China Plant,EV5,23-04,0.0
China Plant,KX5,23-04,960.0
China Plant,KX7,23-04,0.0
China Plant,Carnival,23-04,142.0
Slovakia Plant,Ceed,23-04,7763.0
Slovakia Plant,Ceed CUV,23-04,3221.0
Slovakia Plant,Sportage,23-04,15724.0
Mexico Plant,Rio,23-04,7793.0
Mexico Plant,K3,23-04,10719.0
Mexico Plant,Accent,23-04,0.0
India Plant,Sonet,23-04,13950.0
India Plant,Seltos,23-04,10077.0
India Plant,Carens,23-04,6822.0
India Plant,Carnival,23-04,0.0
US Plant,K5,23-04,0.0
US Plant,Sportage,23-04,0.0
US Plant,Sorento,23-04,0.0
US Plant,Telluride,23-04,0.0
US Plant,EV9,23-04,0.0
China Plants,Pegas,23-04,0.0
China Plants,K3,23-04,0.0
China Plants,K3,23-04,0.0
China Plants,K4,23-04,0.0
China Plants,K5,23-04,0.0
China Plants,KX1,23-04,0.0
China Plants,Sonet,23-04,0.0
China Plants,KX3,23-04,0.0
China Plants,Zhipao,23-04,0.0
China Plants,EV5,23-04,0.0
China Plants,KX5,23-04,0.0
China Plants,Carnival,23-04,0.0
Slovakia Plant,Ceed,23-04,0.0
Slovakia Plant,Ceed CUV,23-04,0.0
Slovakia Plant,Sportage,23-04,0.0
Mexico Plant,Rio,23-04,0.0
Mexico Plant,K3,23-04,0.0
Mexico Plant,K4,23-04,0.0
Mexico Plant,Tucson,23-04,0.0
India Plant,Sonet,23-04,0.0
India Plant,Seltos,23-04,0.0
India Plant,Carens,23-04,0.0
India Plant,Carnival,23-04,0.0
US Plant,K5,23-04,0.0
US Plant,Sportage,23-04,0.0
US Plant,Sorento,23-04,0.0
US Plant,Telluride,23-04,0.0
US Plant,EV6,23-04,0.0
US Plant,EV9,23-04,0.0
China Plants,Pegas,23-04,0.0
China Plants,K3,23-04,0.0
China Plants,K3,23-04,0.0
China Plants,K5,23-04,0.0
China Plants,KX1,23-04,0.0
China Plants,Sonet,23-04,0.0
China Plants,KX3,23-04,0.0
China Plants,Zhipao,23-04,0.0
China Plants,EV5,23-04,0.0
China Plants,KX5,23-04,0.0
China Plants,Carnival,23-04,0.0
Slovakia Plant,Ceed,23-04,0.0
Slovakia Plant,Ceed CUV,23-04,0.0
Slovakia Plant,Sportage,23-04,0.0
Mexico Plant,Rio,23-04,0.0
Mexico Plant,K3,23-04,0.0
Mexico Plant,K4,23-04,0.0
Mexico Plant,Tucson,23-04,0.0
India Plant,Syros,23-04,0.0
India Plant,Sonet,23-04,0.0
India Plant,Seltos,23-04,0.0
India Plant,Carens,23-04,0.0
India Plant,Carnival,23-04,0.0
US Plant,K5,23-05,6396.0
US Plant,Sportage,23-05,8424.0
US Plant,Sorento,23-05,7368.0
US Plant,Telluride,23-05,11212.0
China Plant,Pegas,23-05,3710.0
China Plant,K2,23-05,0.0
China Plant,Cerato,23-05,0.0
China Plant,K3,23-05,2353.0
China Plant,K3,23-05,384.0
China Plant,K4,23-05,0.0
China Plant,K5,23-05,277.0
China Plant,KX1,23-05,372.0
China Plant,KX3,23-05,731.0
China Plant,Zhipao,23-05,728.0
China Plant,EV5,23-05,0.0
China Plant,KX5,23-05,918.0
China Plant,KX7,23-05,0.0
China Plant,Carnival,23-05,140.0
Slovakia Plant,Ceed,23-05,9011.0
Slovakia Plant,Ceed CUV,23-05,3223.0
Slovakia Plant,Sportage,23-05,19675.0
Mexico Plant,Rio,23-05,8250.0
Mexico Plant,K3,23-05,13966.0
Mexico Plant,Accent,23-05,0.0
India Plant,Sonet,23-05,11132.0
India Plant,Seltos,23-05,6428.0
India Plant,Carens,23-05,7131.0
India Plant,Carnival,23-05,0.0
US Plant,K5,23-05,0.0
US Plant,Sportage,23-05,0.0
US Plant,Sorento,23-05,0.0
US Plant,Telluride,23-05,0.0
US Plant,EV9,23-05,0.0
China Plants,Pegas,23-05,0.0
China Plants,K3,23-05,0.0
China Plants,K3,23-05,0.0
China Plants,K4,23-05,0.0
China Plants,K5,23-05,0.0
China Plants,KX1,23-05,0.0
China Plants,Sonet,23-05,0.0
China Plants,KX3,23-05,0.0
China Plants,Zhipao,23-05,0.0
China Plants,EV5,23-05,0.0
China Plants,KX5,23-05,0.0
China Plants,Carnival,23-05,0.0
Slovakia Plant,Ceed,23-05,0.0
Slovakia Plant,Ceed CUV,23-05,0.0
Slovakia Plant,Sportage,23-05,0.0
Mexico Plant,Rio,23-05,0.0
Mexico Plant,K3,23-05,0.0
Mexico Plant,K4,23-05,0.0
Mexico Plant,Tucson,23-05,0.0
India Plant,Sonet,23-05,0.0
India Plant,Seltos,23-05,0.0
India Plant,Carens,23-05,0.0
India Plant,Carnival,23-05,0.0
US Plant,K5,23-05,0.0
US Plant,Sportage,23-05,0.0
US Plant,Sorento,23-05,0.0
US Plant,Telluride,23-05,0.0
US Plant,EV6,23-05,0.0
US Plant,EV9,23-05,0.0
China Plants,Pegas,23-05,0.0
China Plants,K3,23-05,0.0
China Plants,K3,23-05,0.0
China Plants,K5,23-05,0.0
China Plants,KX1,23-05,0.0
China Plants,Sonet,23-05,0.0
China Plants,KX3,23-05,0.0
China Plants,Zhipao,23-05,0.0
China Plants,EV5,23-05,0.0
China Plants,KX5,23-05,0.0
China Plants,Carnival,23-05,0.0
Slovakia Plant,Ceed,23-05,0.0
Slovakia Plant,Ceed CUV,23-05,0.0
Slovakia Plant,Sportage,23-05,0.0
Mexico Plant,Rio,23-05,0.0
Mexico Plant,K3,23-05,0.0
Mexico Plant,K4,23-05,0.0
Mexico Plant,Tucson,23-05,0.0
India Plant,Syros,23-05,0.0
India Plant,Sonet,23-05,0.0
India Plant,Seltos,23-05,0.0
India Plant,Carens,23-05,0.0
India Plant,Carnival,23-05,0.0
US Plant,K5,23-06,5050.0
US Plant,Sportage,23-06,6142.0
US Plant,Sorento,23-06,6416.0
US Plant,Telluride,23-06,8792.0
China Plant,Pegas,23-06,3548.0
China Plant,K2,23-06,0.0
China Plant,Cerato,23-06,0.0
China Plant,K3,23-06,2508.0
China Plant,K3,23-06,272.0
China Plant,K4,23-06,0.0
China Plant,K5,23-06,177.0
China Plant,KX1,23-06,923.0
China Plant,KX3,23-06,6278.0
China Plant,Zhipao,23-06,724.0
China Plant,EV5,23-06,0.0
China Plant,KX5,23-06,959.0
China Plant,KX7,23-06,0.0
China Plant,Carnival,23-06,175.0
Slovakia Plant,Ceed,23-06,8634.0
Slovakia Plant,Ceed CUV,23-06,4763.0
Slovakia Plant,Sportage,23-06,20143.0
Mexico Plant,Rio,23-06,8629.0
Mexico Plant,K3,23-06,14171.0
Mexico Plant,Accent,23-06,0.0
India Plant,Sonet,23-06,12888.0
India Plant,Seltos,23-06,6422.0
India Plant,Carens,23-06,8755.0
India Plant,Carnival,23-06,0.0
US Plant,K5,23-06,0.0
US Plant,Sportage,23-06,0.0
US Plant,Sorento,23-06,0.0
US Plant,Telluride,23-06,0.0
US Plant,EV9,23-06,0.0
China Plants,Pegas,23-06,0.0
China Plants,K3,23-06,0.0
China Plants,K3,23-06,0.0
China Plants,K4,23-06,0.0
China Plants,K5,23-06,0.0
China Plants,KX1,23-06,0.0
China Plants,Sonet,23-06,0.0
China Plants,KX3,23-06,0.0
China Plants,Zhipao,23-06,0.0
China Plants,EV5,23-06,0.0
China Plants,KX5,23-06,0.0
China Plants,Carnival,23-06,0.0
Slovakia Plant,Ceed,23-06,0.0
Slovakia Plant,Ceed CUV,23-06,0.0
Slovakia Plant,Sportage,23-06,0.0
Mexico Plant,Rio,23-06,0.0
Mexico Plant,K3,23-06,0.0
Mexico Plant,K4,23-06,0.0
Mexico Plant,Tucson,23-06,0.0
India Plant,Sonet,23-06,0.0
India Plant,Seltos,23-06,0.0
India Plant,Carens,23-06,0.0
India Plant,Carnival,23-06,0.0
US Plant,K5,23-06,0.0
US Plant,Sportage,23-06,0.0
US Plant,Sorento,23-06,0.0
US Plant,Telluride,23-06,0.0
US Plant,EV6,23-06,0.0
US Plant,EV9,23-06,0.0
China Plants,Pegas,23-06,0.0
China Plants,K3,23-06,0.0
China Plants,K3,23-06,0.0
China Plants,K5,23-06,0.0
China Plants,KX1,23-06,0.0
China Plants,Sonet,23-06,0.0
China Plants,KX3,23-06,0.0
China Plants,Zhipao,23-06,0.0
China Plants,EV5,23-06,0.0
China Plants,KX5,23-06,0.0
China Plants,Carnival,23-06,0.0
Slovakia Plant,Ceed,23-06,0.0
Slovakia Plant,Ceed CUV,23-06,0.0
Slovakia Plant,Sportage,23-06,0.0
Mexico Plant,Rio,23-06,0.0
Mexico Plant,K3,23-06,0.0
Mexico Plant,K4,23-06,0.0
Mexico Plant,Tucson,23-06,0.0
India Plant,Syros,23-06,0.0
India Plant,Sonet,23-06,0.0
India Plant,Seltos,23-06,0.0
India Plant,Carens,23-06,0.0
India Plant,Carnival,23-06,0.0
US Plant,K5,23-07,4771.0
US Plant,Sportage,23-07,5900.0
US Plant,Sorento,23-07,5513.0
US Plant,Telluride,23-07,8216.0
China Plant,Pegas,23-07,3572.0
China Plant,K2,23-07,0.0
China Plant,Cerato,23-07,0.0
China Plant,K3,23-07,1989.0
China Plant,K3,23-07,358.0
China Plant,K4,23-07,0.0
China Plant,K5,23-07,162.0
China Plant,KX1,23-07,621.0
China Plant,KX3,23-07,6994.0
China Plant,Zhipao,23-07,454.0
China Plant,EV5,23-07,0.0
China Plant,KX5,23-07,1353.0
China Plant,KX7,23-07,0.0
China Plant,Carnival,23-07,320.0
Slovakia Plant,Ceed,23-07,5532.0
Slovakia Plant,Ceed CUV,23-07,2900.0
Slovakia Plant,Sportage,23-07,13375.0
Mexico Plant,Rio,23-07,7348.0
Mexico Plant,K3,23-07,11865.0
Mexico Plant,Accent,23-07,0.0
India Plant,Sonet,23-07,8755.0
India Plant,Seltos,23-07,10828.0
India Plant,Carens,23-07,6823.0
India Plant,Carnival,23-07,0.0
US Plant,K5,23-07,0.0
US Plant,Sportage,23-07,0.0
US Plant,Sorento,23-07,0.0
US Plant,Telluride,23-07,0.0
US Plant,EV9,23-07,0.0
China Plants,Pegas,23-07,0.0
China Plants,K3,23-07,0.0
China Plants,K3,23-07,0.0
China Plants,K4,23-07,0.0
China Plants,K5,23-07,0.0
China Plants,KX1,23-07,0.0
China Plants,Sonet,23-07,0.0
China Plants,KX3,23-07,0.0
China Plants,Zhipao,23-07,0.0
China Plants,EV5,23-07,0.0
China Plants,KX5,23-07,0.0
China Plants,Carnival,23-07,0.0
Slovakia Plant,Ceed,23-07,0.0
Slovakia Plant,Ceed CUV,23-07,0.0
Slovakia Plant,Sportage,23-07,0.0
Mexico Plant,Rio,23-07,0.0
Mexico Plant,K3,23-07,0.0
Mexico Plant,K4,23-07,0.0
Mexico Plant,Tucson,23-07,0.0
India Plant,Sonet,23-07,0.0
India Plant,Seltos,23-07,0.0
India Plant,Carens,23-07,0.0
India Plant,Carnival,23-07,0.0
US Plant,K5,23-07,0.0
US Plant,Sportage,23-07,0.0
US Plant,Sorento,23-07,0.0
US Plant,Telluride,23-07,0.0
US Plant,EV6,23-07,0.0
US Plant,EV9,23-07,0.0
China Plants,Pegas,23-07,0.0
China Plants,K3,23-07,0.0
China Plants,K3,23-07,0.0
China Plants,K5,23-07,0.0
China Plants,KX1,23-07,0.0
China Plants,Sonet,23-07,0.0
China Plants,KX3,23-07,0.0
China Plants,Zhipao,23-07,0.0
China Plants,EV5,23-07,0.0
China Plants,KX5,23-07,0.0
China Plants,Carnival,23-07,0.0
Slovakia Plant,Ceed,23-07,0.0
Slovakia Plant,Ceed CUV,23-07,0.0
Slovakia Plant,Sportage,23-07,0.0
Mexico Plant,Rio,23-07,0.0
Mexico Plant,K3,23-07,0.0
Mexico Plant,K4,23-07,0.0
Mexico Plant,Tucson,23-07,0.0
India Plant,Syros,23-07,0.0
India Plant,Sonet,23-07,0.0
India Plant,Seltos,23-07,0.0
India Plant,Carens,23-07,0.0
India Plant,Carnival,23-07,0.0
US Plant,K5,23-08,6853.0
US Plant,Sportage,23-08,8450.0
US Plant,Sorento,23-08,7491.0
US Plant,Telluride,23-08,12313.0
China Plant,Pegas,23-08,5866.0
China Plant,K2,23-08,0.0
China Plant,Cerato,23-08,0.0
China Plant,K3,23-08,2391.0
China Plant,K3,23-08,412.0
China Plant,K4,23-08,0.0
China Plant,K5,23-08,160.0
China Plant,KX1,23-08,678.0
China Plant,KX3,23-08,4994.0
China Plant,Zhipao,23-08,550.0
China Plant,EV5,23-08,0.0
China Plant,KX5,23-08,1131.0
China Plant,KX7,23-08,0.0
China Plant,Carnival,23-08,221.0
Slovakia Plant,Ceed,23-08,6755.0
Slovakia Plant,Ceed CUV,23-08,3993.0
Slovakia Plant,Sportage,23-08,16856.0
Mexico Plant,Rio,23-08,8609.0
Mexico Plant,K3,23-08,15019.0
Mexico Plant,Accent,23-08,0.0
India Plant,Sonet,23-08,7994.0
India Plant,Seltos,23-08,11198.0
India Plant,Carens,23-08,5293.0
India Plant,Carnival,23-08,0.0
US Plant,K5,23-08,0.0
US Plant,Sportage,23-08,0.0
US Plant,Sorento,23-08,0.0
US Plant,Telluride,23-08,0.0
US Plant,EV9,23-08,0.0
China Plants,Pegas,23-08,0.0
China Plants,K3,23-08,0.0
China Plants,K3,23-08,0.0
China Plants,K4,23-08,0.0
China Plants,K5,23-08,0.0
China Plants,KX1,23-08,0.0
China Plants,Sonet,23-08,0.0
China Plants,KX3,23-08,0.0
China Plants,Zhipao,23-08,0.0
China Plants,EV5,23-08,0.0
China Plants,KX5,23-08,0.0
China Plants,Carnival,23-08,0.0
Slovakia Plant,Ceed,23-08,0.0
Slovakia Plant,Ceed CUV,23-08,0.0
Slovakia Plant,Sportage,23-08,0.0
Mexico Plant,Rio,23-08,0.0
Mexico Plant,K3,23-08,0.0
Mexico Plant,K4,23-08,0.0
Mexico Plant,Tucson,23-08,0.0
India Plant,Sonet,23-08,0.0
India Plant,Seltos,23-08,0.0
India Plant,Carens,23-08,0.0
India Plant,Carnival,23-08,0.0
US Plant,K5,23-08,0.0
US Plant,Sportage,23-08,0.0
US Plant,Sorento,23-08,0.0
US Plant,Telluride,23-08,0.0
US Plant,EV6,23-08,0.0
US Plant,EV9,23-08,0.0
China Plants,Pegas,23-08,0.0
China Plants,K3,23-08,0.0
China Plants,K3,23-08,0.0
China Plants,K5,23-08,0.0
China Plants,KX1,23-08,0.0
China Plants,Sonet,23-08,0.0
China Plants,KX3,23-08,0.0
China Plants,Zhipao,23-08,0.0
China Plants,EV5,23-08,0.0
China Plants,KX5,23-08,0.0
China Plants,Carnival,23-08,0.0
Slovakia Plant,Ceed,23-08,0.0
Slovakia Plant,Ceed CUV,23-08,0.0
Slovakia Plant,Sportage,23-08,0.0
Mexico Plant,Rio,23-08,0.0
Mexico Plant,K3,23-08,0.0
Mexico Plant,K4,23-08,0.0
Mexico Plant,Tucson,23-08,0.0
India Plant,Syros,23-08,0.0
India Plant,Sonet,23-08,0.0
India Plant,Seltos,23-08,0.0
India Plant,Carens,23-08,0.0
India Plant,Carnival,23-08,0.0
US Plant,K5,23-09,6150.0
US Plant,Sportage,23-09,7350.0
US Plant,Sorento,23-09,6602.0
US Plant,Telluride,23-09,10698.0
China Plant,Pegas,23-09,7042.0
China Plant,K2,23-09,0.0
China Plant,Cerato,23-09,0.0
China Plant,K3,23-09,2437.0
China Plant,K3,23-09,580.0
China Plant,K4,23-09,0.0
China Plant,K5,23-09,154.0
China Plant,KX1,23-09,890.0
China Plant,KX3,23-09,2794.0
China Plant,Zhipao,23-09,612.0
China Plant,EV5,23-09,0.0
China Plant,KX5,23-09,1774.0
China Plant,KX7,23-09,0.0
China Plant,Carnival,23-09,291.0
Slovakia Plant,Ceed,23-09,7488.0
Slovakia Plant,Ceed CUV,23-09,3749.0
Slovakia Plant,Sportage,23-09,17363.0
Mexico Plant,Rio,23-09,8678.0
Mexico Plant,K3,23-09,14524.0
Mexico Plant,Accent,23-09,0.0
India Plant,Sonet,23-09,9093.0
India Plant,Seltos,23-09,10999.0
India Plant,Carens,23-09,4789.0
India Plant,Carnival,23-09,0.0
US Plant,K5,23-09,0.0
US Plant,Sportage,23-09,0.0
US Plant,Sorento,23-09,0.0
US Plant,Telluride,23-09,0.0
US Plant,EV9,23-09,0.0
China Plants,Pegas,23-09,0.0
China Plants,K3,23-09,0.0
China Plants,K3,23-09,0.0
China Plants,K4,23-09,0.0
China Plants,K5,23-09,0.0
China Plants,KX1,23-09,0.0
China Plants,Sonet,23-09,0.0
China Plants,KX3,23-09,0.0
China Plants,Zhipao,23-09,0.0
China Plants,EV5,23-09,0.0
China Plants,KX5,23-09,0.0
China Plants,Carnival,23-09,0.0
Slovakia Plant,Ceed,23-09,0.0
Slovakia Plant,Ceed CUV,23-09,0.0
Slovakia Plant,Sportage,23-09,0.0
Mexico Plant,Rio,23-09,0.0
Mexico Plant,K3,23-09,0.0
Mexico Plant,K4,23-09,0.0
Mexico Plant,Tucson,23-09,0.0
India Plant,Sonet,23-09,0.0
India Plant,Seltos,23-09,0.0
India Plant,Carens,23-09,0.0
India Plant,Carnival,23-09,0.0
US Plant,K5,23-09,0.0
US Plant,Sportage,23-09,0.0
US Plant,Sorento,23-09,0.0
US Plant,Telluride,23-09,0.0
US Plant,EV6,23-09,0.0
US Plant,EV9,23-09,0.0
China Plants,Pegas,23-09,0.0
China Plants,K3,23-09,0.0
China Plants,K3,23-09,0.0
China Plants,K5,23-09,0.0
China Plants,KX1,23-09,0.0
China Plants,Sonet,23-09,0.0
China Plants,KX3,23-09,0.0
China Plants,Zhipao,23-09,0.0
China Plants,EV5,23-09,0.0
China Plants,KX5,23-09,0.0
China Plants,Carnival,23-09,0.0
Slovakia Plant,Ceed,23-09,0.0
Slovakia Plant,Ceed CUV,23-09,0.0
Slovakia Plant,Sportage,23-09,0.0
Mexico Plant,Rio,23-09,0.0
Mexico Plant,K3,23-09,0.0
Mexico Plant,K4,23-09,0.0
Mexico Plant,Tucson,23-09,0.0
